time,step,quantity,kprl,value
1.0050000000000008,67,z_minus,11.0,1.0549873366600627e-08
1.0050000000000008,67,z_minus,12.0,2.9935339686679023e-09
1.0050000000000008,67,z_minus,12.999999999999998,8.206824628138988e-10
1.0050000000000008,67,z_minus,14.000000000000002,2.3331520168907215e-10
1.0050000000000008,67,z_minus,15.0,6.48685987341545e-11
1.0050000000000008,67,z_minus,16.0,1.769036780185894e-11
1.0050000000000008,67,z_minus,17.0,4.851674347614339e-12
1.0050000000000008,67,z_minus,18.0,1.2731732639191095e-12
1.0050000000000008,67,z_minus,19.0,3.513571370870299e-13
1.0050000000000008,67,z_minus,20.0,9.272644857958251e-14
1.0050000000000008,67,z_minus,21.0,2.4655375572503088e-14
1.0050000000000008,67,z_minus,22.0,0.0
1.0050000000000008,67,z_minus,23.0,0.0
1.0050000000000008,67,z_minus,24.0,0.0
1.0050000000000008,67,z_minus,25.0,0.0
1.0050000000000008,67,z_minus,25.999999999999996,0.0
1.0050000000000008,67,z_minus,27.000000000000004,0.0
1.0050000000000008,67,z_minus,28.000000000000004,0.0
1.0050000000000008,67,z_minus,29.000000000000004,0.0
1.0050000000000008,67,z_minus,30.0,0.0
1.0050000000000008,67,z_minus,31.0,0.0
1.0050000000000008,67,z_minus,32.0,0.0
2.0031746597796087,140,u_perp,0.0,0.06910682602931278
2.0031746597796087,140,u_perp,1.0,0.09846394630222018
2.0031746597796087,140,u_perp,2.0,0.08248335359171531
2.0031746597796087,140,u_perp,3.0,0.013001807327820289
2.0031746597796087,140,u_perp,4.0,0.005153773214371095
2.0031746597796087,140,u_perp,5.0,0.0018782072883904513
2.0031746597796087,140,u_perp,6.0,0.0008501632822551686
2.0031746597796087,140,u_perp,7.000000000000001,0.00040944930478232973
2.0031746597796087,140,u_perp,8.0,0.0002234183630658906
2.0031746597796087,140,u_perp,9.0,0.00011979624159274652
2.0031746597796087,140,u_perp,10.0,6.565196714417884e-05
2.0031746597796087,140,u_perp,11.0,3.927084820591756e-05
2.0031746597796087,140,u_perp,12.0,2.1369837235403102e-05
2.0031746597796087,140,u_perp,12.999999999999998,1.3591591953053936e-05
2.0031746597796087,140,u_perp,14.000000000000002,7.2883933762520856e-06
2.0031746597796087,140,u_perp,15.0,4.701218294082292e-06
2.0031746597796087,140,u_perp,16.0,2.539843371889052e-06
2.0031746597796087,140,u_perp,17.0,1.5663340830057793e-06
2.0031746597796087,140,u_perp,18.0,8.693141426771999e-07
2.0031746597796087,140,u_perp,19.0,5.569199782248999e-07
2.0031746597796087,140,u_perp,20.0,3.598691785707595e-07
2.0031746597796087,140,u_perp,21.0,2.3650870192663792e-07
2.0031746597796087,140,u_perp,22.0,0.0
2.0031746597796087,140,u_perp,23.0,0.0
2.0031746597796087,140,u_perp,24.0,0.0
2.0031746597796087,140,u_perp,25.0,0.0
2.0031746597796087,140,u_perp,25.999999999999996,0.0
2.0031746597796087,140,u_perp,27.000000000000004,0.0
2.0031746597796087,140,u_perp,28.000000000000004,0.0
2.0031746597796087,140,u_perp,29.000000000000004,0.0
2.0031746597796087,140,u_perp,30.0,0.0
2.0031746597796087,140,u_perp,31.0,0.0
2.0031746597796087,140,u_perp,32.0,0.0
2.0031746597796087,140,b_perp,0.0,0.10088881304645321
2.0031746597796087,140,b_perp,1.0,0.13063583751628943
2.0031746597796087,140,b_perp,2.0,0.09508462250064524
2.0031746597796087,140,b_perp,3.0,0.013124490323904836
2.0031746597796087,140,b_perp,4.0,0.005457241531998472
2.0031746597796087,140,b_perp,5.0,0.002521760172088873
2.0031746597796087,140,b_perp,6.0,0.0012778518804634567
2.0031746597796087,140,b_perp,7.000000000000001,0.000633510553871859
2.0031746597796087,140,b_perp,8.0,0.00035887615205743706
2.0031746597796087,140,b_perp,9.0,0.00019383761581466362
2.0031746597796087,140,b_perp,10.0,0.0001116094030122331
2.0031746597796087,140,b_perp,11.0,6.486914757919902e-05
2.0031746597796087,140,b_perp,12.0,3.63536319271439e-05
2.0031746597796087,140,b_perp,12.999999999999998,2.1910671810366437e-05
2.0031746597796087,140,b_perp,14.000000000000002,1.2153118134523201e-05
2.0031746597796087,140,b_perp,15.0,7.451977517955522e-06
2.0031746597796087,140,b_perp,16.0,4.043734984950033e-06
2.0031746597796087,140,b_perp,17.0,2.5355553764846407e-06
2.0031746597796087,140,b_perp,18.0,1.341115153327837e-06
2.0031746597796087,140,b_perp,19.0,8.27214476425111e-07
2.0031746597796087,140,b_perp,20.0,4.4215773649568085e-07
2.0031746597796087,140,b_perp,21.0,2.4985139038936007e-07
2.0031746597796087,140,b_perp,22.0,0.0
2.0031746597796087,140,b_perp,23.0,0.0
2.0031746597796087,140,b_perp,24.0,0.0
2.0031746597796087,140,b_perp,25.0,0.0
2.0031746597796087,140,b_perp,25.999999999999996,0.0
2.0031746597796087,140,b_perp,27.000000000000004,0.0
2.0031746597796087,140,b_perp,28.000000000000004,0.0
2.0031746597796087,140,b_perp,29.000000000000004,0.0
2.0031746597796087,140,b_perp,30.0,0.0
2.0031746597796087,140,b_perp,31.0,0.0
2.0031746597796087,140,b_perp,32.0,0.0
2.0031746597796087,140,upar,0.0,0.0002444948887356437
2.0031746597796087,140,upar,1.0,0.0004338379579832195
2.0031746597796087,140,upar,2.0,0.00046907850438003204
2.0031746597796087,140,upar,3.0,0.00014059689900014093
2.0031746597796087,140,upar,4.0,3.4431506830837915e-05
2.0031746597796087,140,upar,5.0,1.2485354708653393e-05
2.0031746597796087,140,upar,6.0,5.013132983504027e-06
2.0031746597796087,140,upar,7.000000000000001,2.5398371597397927e-06
2.0031746597796087,140,upar,8.0,1.121382608764755e-06
2.0031746597796087,140,upar,9.0,5.910307023431549e-07
2.0031746597796087,140,upar,10.0,3.089287194187454e-07
2.0031746597796087,140,upar,11.0,1.5891895083792446e-07
2.0031746597796087,140,upar,12.0,9.320928674958417e-08
2.0031746597796087,140,upar,12.999999999999998,5.0388083343891635e-08
2.0031746597796087,140,upar,14.000000000000002,3.0272910089436085e-08
2.0031746597796087,140,upar,15.0,1.720219500316286e-08
2.0031746597796087,140,upar,16.0,1.0307920136337905e-08
2.0031746597796087,140,upar,17.0,5.883141265627463e-09
2.0031746597796087,140,upar,18.0,3.413279659304235e-09
2.0031746597796087,140,upar,19.0,1.917989085500179e-09
2.0031746597796087,140,upar,20.0,1.1109709534496418e-09
2.0031746597796087,140,upar,21.0,6.788704494106879e-10
2.0031746597796087,140,upar,22.0,0.0
2.0031746597796087,140,upar,23.0,0.0
2.0031746597796087,140,upar,24.0,0.0
2.0031746597796087,140,upar,25.0,0.0
2.0031746597796087,140,upar,25.999999999999996,0.0
2.0031746597796087,140,upar,27.000000000000004,0.0
2.0031746597796087,140,upar,28.000000000000004,0.0
2.0031746597796087,140,upar,29.000000000000004,0.0
2.0031746597796087,140,upar,30.0,0.0
2.0031746597796087,140,upar,31.0,0.0
2.0031746597796087,140,upar,32.0,0.0
2.0031746597796087,140,dbpar,0.0,0.0004038017670145047
2.0031746597796087,140,dbpar,1.0,0.0008809731807734421
2.0031746597796087,140,dbpar,2.0,0.0005382440126516462
2.0031746597796087,140,dbpar,3.0,7.711453500387286e-05
2.0031746597796087,140,dbpar,4.0,3.385042089807713e-05
2.0031746597796087,140,dbpar,5.0,1.166901126012254e-05
2.0031746597796087,140,dbpar,6.0,4.746367978947995e-06
2.0031746597796087,140,dbpar,7.000000000000001,2.3094374963310145e-06
2.0031746597796087,140,dbpar,8.0,1.0234234619815095e-06
2.0031746597796087,140,dbpar,9.0,5.242664507186401e-07
2.0031746597796087,140,dbpar,10.0,2.702963641883822e-07
2.0031746597796087,140,dbpar,11.0,1.5012570128811053e-07
2.0031746597796087,140,dbpar,12.0,8.120359575032691e-08
2.0031746597796087,140,dbpar,12.999999999999998,4.5633713941839996e-08
2.0031746597796087,140,dbpar,14.000000000000002,2.6004972602995246e-08
2.0031746597796087,140,dbpar,15.0,1.4493479978647893e-08
2.0031746597796087,140,dbpar,16.0,8.446423743763318e-09
2.0031746597796087,140,dbpar,17.0,4.76519308882328e-09
2.0031746597796087,140,dbpar,18.0,2.8013240689794652e-09
2.0031746597796087,140,dbpar,19.0,1.5912875164016267e-09
2.0031746597796087,140,dbpar,20.0,9.544471360582615e-10
2.0031746597796087,140,dbpar,21.0,5.072851915901542e-10
2.0031746597796087,140,dbpar,22.0,0.0
2.0031746597796087,140,dbpar,23.0,0.0
2.0031746597796087,140,dbpar,24.0,0.0
2.0031746597796087,140,dbpar,25.0,0.0
2.0031746597796087,140,dbpar,25.999999999999996,0.0
2.0031746597796087,140,dbpar,27.000000000000004,0.0
2.0031746597796087,140,dbpar,28.000000000000004,0.0
2.0031746597796087,140,dbpar,29.000000000000004,0.0
2.0031746597796087,140,dbpar,30.0,0.0
2.0031746597796087,140,dbpar,31.0,0.0
2.0031746597796087,140,dbpar,32.0,0.0
2.0031746597796087,140,z_plus,0.0,0.08421126815737742
2.0031746597796087,140,z_plus,1.0,0.12867341194620358
2.0031746597796087,140,z_plus,2.0,0.08035485437871914
2.0031746597796087,140,z_plus,3.0,0.01341953757695907
2.0031746597796087,140,z_plus,4.0,0.005107336966142204
2.0031746597796087,140,z_plus,5.0,0.001979711758837794
2.0031746597796087,140,z_plus,6.0,0.0009382470842360921
2.0031746597796087,140,z_plus,7.000000000000001,0.0004549640779049467
2.0031746597796087,140,z_plus,8.0,0.00027069165123028046
2.0031746597796087,140,z_plus,9.0,0.00014233514601319315
2.0031746597796087,140,z_plus,10.0,8.187332081067674e-05
2.0031746597796087,140,z_plus,11.0,4.9116413105423264e-05
2.0031746597796087,140,z_plus,12.0,2.697840217996106e-05
2.0031746597796087,140,z_plus,12.999999999999998,1.7065869047287607e-05
